ProjectBuildingDWID|ProjectID|BuildingID|BoroID|Block|Lot|BIN|HouseNumber|StreetName|TotalBuildingUnits|BaseSquareFootage|Stories
27178|39264|396384|3|01767|0035|3049130|570|WILLOUGHBY AVENUE|8||8
36565|39369|289672|3|01424|0049|3038411|897|EMPIRE BOULEVARD|58||6
5124|39399|804199|1|00333|0001|1082665|71|COLUMBIA STREET|277||21
7820|39399|804201|1|00333|0001|1086089|85|COLUMBIA STREET|277||3
28749|39399|804200|1|00333|0001|1082666|75|COLUMBIA STREET|277||21
33357|39399|9707|1|00333|0001|1082667|51|COLUMBIA STREET|278||21
702|39402|346992|3|01275|0043|3033211|856|NOSTRAND AVENUE|12||3
20258|39402|376813|3|01168|0065|3029289|633|STERLING PLACE|6||4
21706|39402|379302|3|01806|0041|3050783|260|MARCUS GARVEY BOULEVARD|3||2
31819|39402|219037|3|01509|0052|3040863|411|CHAUNCEY STREET|6||3
32600|39402|332583|3|01739|0004|3048506|529|MARCY AVENUE|4||4
23748|39480|110174|2|02603|0019|2004125|580|SOUTHERN BOULEVARD|21||2
4720|41408|47636|2|04659|0031|2057725|3511|BARNES AVENUE|125||5
38748|41493|12608|1|00879|0027|1018044|143|EAST 23 STREET|326||6
30935|43105|921356|1|01940|0025||211-213|WEST 134 STREET|5||2
3612|43276|342209|3|07268|0001|3320750|828|NEPTUNE AVENUE|315||20
6673|43276|809804|3|07268|0001|3320753|2879|WEST 12 STREET|315||20
26644|43276|809803|3|07268|0001|3320749|2823|WEST 12 STREET|316||20
25895|43276|809794|3|07268|0001|3320752|2954|WEST 8 STREET|315||6
36659|43276|809793|3|07268|0001|3320751|2892|WEST 8 STREET|315||20
32481|43311|41120|1|02006|0049|1060012|128|WEST 138 STREET|59||6
6442|43312|25332|1|01949|0018|1059238|528|MANHATTAN AVENUE|60||7
36492|43313|5609|1|02058|0001|1061221|1641|AMSTERDAM AVENUE|132||5
1105|43388|805099|1|00253|0001|1077591|30|MONROE STREET|140||13
1979|43388|805094|1|00253|0001|1077585|16|MONROE STREET|134||9
4783|43388|805102|1|00253|0001|1077591|36|MONROE STREET|106||13
7134|43388|805103|1|00253|0001|1077591|38|MONROE STREET|137||13
8262|43388|805104|1|00253|0001|1077591|40|MONROE STREET|137||
17542|43388|805093|1|00253|0001|1077585|14|MONROE STREET|139||13
18359|43388|805098|1|00253|0001|1077585|20|MONROE STREET|134||13
18840|43388|805101|1|00253|0001|1077591|34|MONROE STREET|123||13
20063|43388|25490|1|00253|0001|1077585|2|MONROE STREET|132||13
20743|43388|805092|1|00253|0001|1077585|12|MONROE STREET|150||13
23586|43388|805097|1|00253|0001|1077585|18|MONROE STREET|108||13
28176|43388|805100|1|00253|0001|1077591|32|MONROE STREET|150||13
17938|43566|923608|1|01080|0025||505|WEST 51 ST|10||3
16685|44072|561888|4|12206|0028|4265018|118-16|153 STREET|1|504|2
27907|45239|37078|1|01253|0010|1034178|319|WEST 94 STREET|124||4
28837|45586|906594|3|01330|0025||382|LEFFERTS AVENUE|46||
40441|48516|561918|4|12206|0044|4265033|118-48|153 STREET|2|710|2
40442|48517|652108|4|08940|0091|4184524|93-09|ELDERTS LANE|2|810|2
40444|48520|69955|2|04848|0030|2063802|817|EAST 223 STREET|3|1232|3
41196|48522|317579|3|01487|0017|3039849|874|JEFFERSON AVENUE|12||
41396|48524|581971|4|13052|0063|4280743|141-48|183 STREET|1|520|2
40450|48528|310368|3|03994|0020|3088786|338|HENDRIX STREET|2|616|3
40451|48529|653785|4|10858|0006|4232077|102-11|FARMERS BOULEVARD|1||2
41804|48531|557198|4|11977|0031|4259427|114-34|147 STREET|1|504|2
40478|48537|317091|3|01997|0020|3057383|28|JEFFERSON AVENUE|61||6
40479|48538|670527|4|10419|0062|4221695|187-07|KEESEVILLE AVENUE|1|760|3
39920|44365|937290|1|00456|0027|1000000|21|EAST 1 STREET|65|72437|12
40715|48033|579571|4|12467|0046|4269286|119-66|178 PLACE|1|684|2
40716|48037|674334|4|11970|0001|4259118|140-02|LINDEN BOULEVARD|1|800|2
39891|46017|935093|2|02453|0061|200000|232|EAST 169 STREET|34|34912|8
39892|46017|935094|2|02621|0032|200000|601|EAST 163 STREET|25|30978|6
40729|47926|375146|3|00389|0057|3006017|31|ST MARKS PLACE|3||3
40730|47926|154977|3|00797|0029|3013475|258|51 STREET|3||4
40731|47926|130270|3|00959|0002|3020276|237|5 AVENUE|6||3
40785|48375|85975|2|04657|0113|2057705|3557|HOLLAND AVENUE|2|1140|3
40725|48087|939398|2|02334|0043|2091158|253|EAST 142 STREET|101||
40726|48087|939251|2|02334|0038|200000|250|EAST 144 STREET|100||
40776|47932|940238|3|01210|0039|300000|108|ALBANY AVENUE|6||2
40777|47932|378834|3|01630|0040|3044498|186|STUYVESANT AVENUE|7||3
40778|47932|358433|3|01651|0018|3045478|752|PUTNAM AVENUE|4||
40779|47932|359493|3|01625|0067|3044284|609|QUINCY STREET|2||4
40780|47932|376430|3|01372|0055|3036515|1429|STERLING PLACE|2||2
40723|48068|939350|3|02341|0009|3062292|50|NORTH 5 STREET|229|54850|7
40787|47933|60412|2|02861|0010|2008342|1664|DAVIDSON AVENUE|17||6
40336|47933|60420|2|02861|0021|2008348|1694|DAVIDSON AVENUE|31||6
40337|47933|60424|2|02861|0050|2008358|1702|DAVIDSON AVENUE|22||6
40338|47933|60438|2|02861|0114|2008369|1770|DAVIDSON AVENUE|66||6
40340|47933|96793|2|02798|0013|2007462|1750|MONROE AVENUE|6||4
40369|47933|60440|2|02861|0119|2008370|1780|DAVIDSON AVENUE|43||15
40786|48380|62749|2|02314|0001|2000689|271|EAST 138 STREET|145||5
40759|48305|58942|2|02397|0003|2001652|578|COURTLANDT AVENUE|6||5
40760|48305|58947|2|02397|0007|2001655|596|COURTLANDT AVENUE|15||5
40761|48305|58964|2|02398|0008|2001661|630|COURTLANDT AVENUE|13||6
40762|48305|58945|2|02397|0006|2001654|582|COURTLANDT AVENUE|11||5
40763|48305|58949|2|02397|0009|2001656|598|COURTLANDT AVENUE|15||5
40620|47799|52016|2|04424|0022|2051220|2440|BRONX PARK EAST|55||6
40356|47821|80016|2|02761|0024|2006324|1150|GARRISON AVENUE|54||5
40357|47821|87883|2|02762|0037|2006432|854|HUNTS POINT AVENUE|18||6
40358|47821|87890|2|02762|0044|2006435|866|HUNTS POINT AVENUE|22||6
40359|47821|87892|2|02762|0045|2006436|868|HUNTS POINT AVENUE|22||5
40360|47821|108736|2|02762|0047|2006437|1212|SENECA AVENUE|19||5
40361|47821|108737|2|02762|0049|2006438|1216|SENECA AVENUE|20||6
40362|47821|108738|2|02762|0051|2006439|1220|SENECA AVENUE|28||6
40363|47821|53803|2|02762|0149|2006471|850|BRYANT AVENUE|48||6
40364|47821|77397|2|02762|0023|2006429|817|FAILE STREET|10||5
40365|47821|90953|2|02763|0080|2006499|1276|LAFAYETTE AVENUE|48||6
40366|47821|87860|2|02763|0155|2006532|737|HUNTS POINT AVENUE|29||5
40367|47821|77391|2|02763|0158|2006533|721|FAILE STREET|29||5
40368|47821|110410|2|02765|0079|2006596|1212|SPOFFORD AVENUE|69||3
40649|47865|65635|2|03010|0021|2010936|1008|EAST 174 STREET|20|5000|5
40650|47865|92453|2|03002|0025|2010885|1715|LONGFELLOW AVENUE|67|17250|6
40373|48452|64613|2|02620|0025|2004376|574|EAST 163 STREET|16||6
40374|48452|62343|2|02620|0029|2004389|925|EAGLE AVENUE|16||6
40375|48452|64614|2|02620|0027|2004377|578|EAST 163 STREET|16||5
40342|47774|83655|2|02869|0009|2008585|1820|HARRISON AVENUE|75||6
40487|47775|107505|2|03894|0001|2028121|1403|ROSEDALE AVENUE|55||2
40562|48633|85076|2|05026|0047|2069373|4111|HILL AVENUE|2|1140|3
40341|47886|5378|1|02217|0022|1064712|552|ACADEMY STREET|72|150000|5
40557|48365|25115|1|00277|0004|1079222|81|MADISON STREET|20||
41386|48873|941823|2|04791|0129|200000|2901|ELY AVENUE|2||6
41387|48873|941824|2|04791|0128|200000|2903|ELY AVENUE|2||
41388|48873|941825|2|04791|0127|200000|2905|ELY AVENUE|2||
41389|48873|941826|2|04791|0126|200000|2907|ELY AVENUE|2||
41390|48873|941827|2|04791|0125|200000|2909|ELY AVENUE|2||
41391|48873|941828|2|04791|0124|200000|2911|ELY AVENUE|2||
41392|48873|941829|2|04791|0123|200000|2913|ELY AVENUE|2||
41393|48873|941830|2|04791|0122|200000|2915|ELY AVENUE|2||
41394|48873|941831|2|04791|0121|200000|2917|ELY AVENUE|2||
41395|48873|941832|2|04791|0022|200000|2919|ELY AVENUE|2||
40877|49139|547690|4|11759|0065|4255197|124-42|135 PLACE|1|720|2
40830|48884|12002|1|00395|0012|1004927|620|EAST 13 STREET|138||10
40689|47945|295976|3|01168|0060|3324387|736|FRANKLIN AVENUE|7||4
40873|48888|8119|1|02084|0061|1062251|3696|BROADWAY|20||4
40815|48887|57693|2|03737|0037|2023761|1160|COLGATE AVENUE|17|3362|4
41939|48910|946091|2|05141|0326|200000|2219|GIVAN AVENUE|79|6366|11
40805|48755|72098|2|05000|0001|2068251|855|EAST 233 STREET|108||
41933|49270|947270|1|00779|0007|100000|257|WEST 29 STREET|37|2396|14
40869|48733|386227|3|01159|0004|3028779|665|VANDERBILT AVENUE|7|1716|4
41779|49517|945811|2|03360|0070||3580|WEBSTER AVENUE|95|16331|13
41063|48892|53714|2|03001|0006|2010870|1522|BRYANT AVENUE|11|4509|11
41879|48891|88316|2|02859|0001|2008319|1484|INWOOD AVENUE|27|7000|6
41060|49275|394700|3|07055|0013|3189540|2950|WEST 24 STREET|120|6541|20
41061|49275|809816|3|07055|0013|3189540|2960|WEST 24 STREET|120|6541|20
41062|49275|809817|3|07055|0013|3189540|2970|WEST 24 STREET|120|6541|20
40867|48744|373695|3|01378|0080|3036845|1363|ST JOHNS PLACE|7||5
40559|48623|355158|3|01275|0059|3033220|1167|PRESIDENT STREET|8||
40868|48730|118661|2|02580|0024|2003946|539|WALES AVENUE|12|2325|4
41050|49272|944498|1|00919|0058|100000|202|EAST 39 STREET|91|6500|19
40925|48681|375409|3|03031|0013|3327900|18|STAGG STREET|10|1977|3
40926|48681|375410|3|03031|0014|3327902|20|STAGG STREET|9|1977|3
40927|48681|340340|3|02835|0002|3069873|512|MORGAN AVENUE|8|1400|4
40928|48681|375411|3|03031|0015|3327904|22|STAGG STREET|9|1977|3
40899|49060|52764|2|02365|0026|2001202|873|BROOK AVENUE|20|5000|5
40900|49060|95625|2|02384|0007|2001520|920|MELROSE AVENUE|4|2900|4
40901|49060|64309|2|02419|0013|2001902|320|EAST 160 STREET|6|2475|4
40902|49060|64260|2|02405|0013|2001758|370|EAST 159 STREET|4|2500|3
40903|49060|64510|2|02408|0033|2001803|369|EAST 162 STREET|16|3352|5
40919|48685|332710|3|01819|0008|3051453|817|MARCY AVENUE|4|2000|3
40920|48685|317155|3|01835|0007|3052414|346|JEFFERSON AVENUE|9|4000|4
40921|48685|346837|3|01832|0050|3052225|466|NOSTRAND AVENUE|7|2757|4
40922|48685|381637|3|01820|0004|3051468|351|TOMPKINS AVENUE|3|2500|4
40923|48685|330794|3|01818|0086|3051446|223|MADISON STREET|8|3600|4
40924|48685|346832|3|01827|0060|3051874|456|NOSTRAND AVENUE|12|4000|4
39702|44865|929205|2|03140|0001|200000|1041|EAST 179TH ST|65|3194|8
40833|46264|942271|3|01859|0001|300000|33|ALBANY AVENUE|50|11540|10
40829|48739|942254|1|00859|0069|100000|110|MADISON AVENUE|18||
41328|46262|941223|1|01846|0001|100000|240|MANHATTAN AVENUE|69||3
41051|49273|944527|3|02732|0030|3068062|59|FROST STREET|47|6676|7
40486|48555|940434|3|02482|0026|300000|1133|MANHATTAN AVENUE|210||5
41786|49576|945948|2|04647|0074|200000|3639|WHITE PLAINS ROAD|69|12581|6
40832|48743|942270|1|01171|0165|100000|21|WEST END AVENUE|616|38295|43
41816|44420|946583|1|00405|0045|100000|535|EAST 11 STREET|46|3218|8
41239|48690|744417|5|01020|0020|5110130|160|HEBERTON AVENUE|43|11102|4
40842|49070|357675|3|01486|0025|3039818|1074|PUTNAM AVENUE|3|855|3
40843|49070|359775|3|01653|0059|3045637|104|RALPH AVENUE|7|1680|4
40844|49070|357669|3|01486|0020|3039813|1064|PUTNAM AVENUE|5|1625|3
41427|49070|334864|3|01501|0026|3040340|706|MAC DONOUGH STREET|4|1313|3
41436|49070|357634|3|01484|0047|3039736|1001|PUTNAM AVENUE|6|1300|4
41439|49070|357677|3|01486|0027|3039820|1078|PUTNAM AVENUE|13|3805|4
41445|49070|213832|3|01484|0015|3039725|1438|BROADWAY|9|1540|4
40987|48677|58929|2|02329|0083|2091146|485|COURTLANDT AVENUE|12|7000|4
40989|48677|806497|2|02329|0083|2091148|357|EAST 146 STREET|8|9400|4
40991|48677|58933|2|02329|0072|2000874|515|COURTLANDT AVENUE|8|6400|4
41913|48677|806394|2|02329|0083|2091145|483|COURTLANDT AVENUE|8|7000|4
41250|47838|308509|3|01594|0039|3043084|340|HART STREET|2|800|2
41251|47838|378847|3|01589|0047|3042950|22|STUYVESANT AVENUE|8|2100|4
41252|47838|321654|3|01601|0068|3043233|375|KOSCIUSZKO STREET|4|1380|3
41253|47838|321766|3|01607|0027|3043454|540|KOSCIUSZKO STREET|6|1620|4
41254|47838|322621|3|01607|0068|3043486|981|LAFAYETTE AVENUE|3|1100|3
41255|47838|322622|3|01607|0067|3043485|983|LAFAYETTE AVENUE|3|1100|3
41256|47838|357508|3|01594|0065|3043098|315|PULASKI STREET|8|1695|4
41257|47838|379255|3|01594|0003|3043067|143|MARCUS GARVEY BOULEVARD|7|1444|4
41258|47838|322548|3|01606|0074|3043431|903|LAFAYETTE AVENUE|2|855|3
41205|48689|36448|1|01217|0057|1032217|166|WEST 87 STREET|202||
40329|48415|32960|1|00996|0014|1022613|127|WEST 43 STREET|281||10
41171|48765|85441|2|02749|0022|2006113|1050|HOE AVENUE|21|4000|5
41172|48765|313693|3|01550|0036|3042159|186|HOPKINSON AVENUE|32|10000|4
41173|48765|28118|1|01958|0054|1059439|432|ST NICHOLAS AVENUE|10|2490|5
41174|48765|822049|2|02964|0029|2114127|825|EAST 170 STREET|80|40000|5
41175|48765|24535|1|02038|0009|1060610|67|MACOMBS PLACE|34|6675|6
41176|48765|28116|1|01958|0056|1059441|428|ST NICHOLAS AVENUE|11|3188|5
41177|48765|85438|2|02749|0020|2006112|1046|HOE AVENUE|21|4000|5
41178|48765|313692|3|01550|0031|3042158|178|HOPKINSON AVENUE|28|10000|4
41179|48765|42524|1|02038|0007|1060609|259|WEST 152 STREET|24|5000|6
41180|48765|28117|1|01958|0055|1059440|430|ST NICHOLAS AVENUE|11|3188|5
41286|48765|26937|1|01710|0026|1053086|307|PLEASANT AVENUE|17|3780|6
41287|48765|19049|1|01655|0014|1052410|231|EAST 105 STREET|8|2523|4
41288|48765|19048|1|01655|0013|1052409|229|EAST 105 STREET|8|2535|4
41296|48765|19506|1|01643|0008|1052233|117|EAST 115 STREET|21|4423|6
41303|48765|309680|3|04478|0001|3098665|996|HEGEMAN AVENUE|24|6600|4
40814|47770|10596|1|00372|0019|1004359|292|EAST 3 STREET|7||5
40314|47824|49684|2|02879|0263|2009149|1898|BILLINGSLEY TERRACE|26||5
40311|47826|26271|1|01625|0071|1078908|1265|PARK AVENUE|10||5
40312|47826|18849|1|01628|0049|1051812|178|EAST 101 STREET|10||6
40313|47826|18848|1|01629|0030|1051847|177|EAST 101 STREET|38||
40050|44423|927243|3|03998|0006|300000|315|JEROME STREET|3|978|3
40059|44423|927530|3|04035|0013|300000|525|LINWOOD STREET|12|3922|3
40061|44423|927206|3|04026|0002|300000|371|VAN SICLEN AVENUE|8|2891|4
40736|44423|939774|3|03998|0006|300000|317|JEROME STREET|3|958|3
40737|44423|939775|3|03998|0006|300000|319|JEROME STREET|3|963|3
40628|47822|38611|1|01717|0010|1053182|71|WEST 118 STREET|10||3
40629|47822|38612|1|01717|0009|1053181|73|WEST 118 STREET|10||5
40630|47822|38614|1|01717|0107|1053223|77|WEST 118 STREET|3||5
40631|47822|38617|1|01717|0005|1053177|83|WEST 118 STREET|4||5
40632|47822|38563|1|01924|0008|1058415|273|WEST 118 STREET|10||5
40633|47822|38565|1|01924|0007|1058414|275|WEST 118 STREET|10||5
40634|47822|38567|1|01924|0006|1058413|277|WEST 118 STREET|10||5
40635|47822|38569|1|01924|0005|1058412|279|WEST 118 STREET|10||5
40772|47822|3980|1|01924|0001|1058408|2190|FREDERICK DOUGLASS BOULEVARD|8||5
40655|47873|37822|1|01844|0055|1055730|60|WEST 109 STREET|30||5
40656|47873|37774|1|01863|0047|1056015|122|WEST 109 STREET|10||5
40659|47873|37776|1|01863|0049|1056017|126|WEST 109 STREET|30||4
40651|47866|324898|3|01591|0040|3339157|72|LEWIS AVENUE|36||5
40654|47867|221554|3|01910|0052|3329837|249|CLASSON AVENUE|79||6
40316|48126|109776|2|02724|0005|2093935|975|SIMPSON STREET|59||6
40317|48126|92380|2|02757|0028|2006279|1075|LONGFELLOW AVENUE|46||5
40318|48126|109777|2|02724|0005|2000000|995|SIMPSON STREET|59||6
40319|48126|53579|2|02757|0010|2006275|1094|BRYANT AVENUE|54||6
40320|48126|92381|2|02757|0024|2006278|1083|LONGFELLOW AVENUE|45||6
40321|48126|109647|2|02724|0005|2000000|1000|SIMPSON STREET|59||5
40322|48126|806951|2|02724|0005|2093936|985|SIMPSON STREET|59||6
40323|48126|77341|2|02750|0020|2006147|1076|FAILE STREET|28||6
40292|47882|86426|2|02753|0024|2006182|1014|HOME STREET|20||5
40293|47882|122045|2|02754|0025|2006191|1170|WEST FARMS ROAD|11||5
40294|47882|118492|2|02996|0022|2010789|1572|VYSE AVENUE|12||4
40295|47882|118491|2|02996|0020|2010788|1566|VYSE AVENUE|20||4
40296|47882|53641|2|02999|0016|2010820|1434|BRYANT AVENUE|20||2
40297|47882|53592|2|02753|0026|2006183|1160|BRYANT AVENUE|24||5
40298|47882|806557|2|03002|0001|2010881|961|EAST 173 STREET|19||8
40299|47882|118477|2|02996|0008|2010785|1536|VYSE AVENUE|20||5
40300|47882|65627|2|02978|0202|2010527|911|EAST 173 STREET|13||5
40301|47882|118468|2|02996|0001|2010782|1522|VYSE AVENUE|20||5
40302|47882|53632|2|02994|0042|2010746|1415|BRYANT AVENUE|23||5
40303|47882|110075|2|02978|0200|2010526|1675|SOUTHERN BOULEVARD|15||5
40304|47882|53644|2|02999|0018|2094590|1438|BRYANT AVENUE|5||5
40305|47882|122047|2|02754|0027|2006192|1174|WEST FARMS ROAD|10||5
40306|47882|53736|2|02997|0046|2010805|1665|BRYANT AVENUE|38||5
40307|47882|65626|2|02978|0203|2010528|909|EAST 173 STREET|16||6
40308|47882|65630|2|02996|0023|2010790|960|EAST 173 STREET|12||5
40309|47882|118489|2|02996|0018|2010787|1562|VYSE AVENUE|21||5
40330|47882|53737|2|02997|0042|2010804|1675|BRYANT AVENUE|42||5
39355|44373|927009|1|02069|0021|100000|414|WEST 155 STREET|124||13
40664|45961|938859|1|00701|0043|100000|502|WEST 30 STREET|386||5
40724|48086|939397|4|09681|0091|400000|148-19|90 AVENUE|65|8982|9
40641|47831|5611|1|02073|0033|1061797|1648|AMSTERDAM AVENUE|8|2500|5
40642|47831|5613|1|02073|0035|1061799|1652|AMSTERDAM AVENUE|8|2500|5
40644|47831|41631|1|02073|0037|1061801|502|WEST 142 STREET|8|1401|3
40694|47831|5614|1|02073|0036|1061800|500|WEST 142 STREET|8|2060|5
40695|47831|5618|1|02058|0058|1061258|476|WEST 143 STREET|12|2998|5
40796|48390|224175|3|00319|0019|3003573|151|COLUMBIA STREET|4||4
40797|48390|224168|3|00319|0025|3003578|143|COLUMBIA STREET|7||4
40798|48390|224181|3|00319|0015|3003569|159|COLUMBIA STREET|4||4
40799|48390|224220|3|00330|0003|3004076|201|COLUMBIA STREET|2||3
40800|48390|224173|3|00319|0020|3003574|149|COLUMBIA STREET|8||4
40285|48390|224188|3|00319|0011|3003565|165|COLUMBIA STREET|3||3
40765|48060|396401|3|01760|0069|3048876|609|WILLOUGHBY AVENUE|9||4
40766|48060|396399|3|01760|0070|3048877|607|WILLOUGHBY AVENUE|9||5
40768|48060|387005|3|01760|0016|3048833|162|VERNON AVENUE|4||3
40769|48060|396432|3|01760|0053|3048860|639|WILLOUGHBY AVENUE|4||4
40770|48060|396403|3|01760|0068|3048875|611|WILLOUGHBY AVENUE|9||4
40775|48060|381509|3|01767|0038|3049131|150|TOMPKINS AVENUE|20||5
40624|47798|22711|1|00286|0006|1003709|219|HENRY STREET|23||6
40445|48521|42593|1|02099|0011|1062464|631|WEST 152 STREET|50||6
40453|48532|314148|3|01467|0001|3324684|495|HOWARD AVENUE|32||4
40454|48532|334829|3|01497|0062|3040182|671|MAC DONOUGH STREET|8||4
40455|48532|218996|3|01514|0016|3041043|350|CHAUNCEY STREET|8||4
40456|48532|314056|3|01519|0007|3041222|217|HOWARD AVENUE|8||4
40457|48532|330074|3|01666|0056|3046525|539|MACON STREET|8||4
40458|48532|338749|3|01987|0018|3057063|18|MONROE STREET|8||4
40459|48532|321730|3|01606|0021|3043402|466|KOSCIUSZKO STREET|8||4
40460|48532|295766|3|01973|0041|3056546|372|FRANKLIN AVENUE|8||4
40461|48532|317655|3|01486|0057|3039835|967|JEFFERSON AVENUE|8||4
40462|48532|357588|3|01770|0072|3049296|47|PULASKI STREET|8||4
40463|48532|354897|3|03694|0024|3083617|80|POWELL STREET|8||4
40464|48532|207338|3|03743|0016|3084011|108|BELMONT AVENUE|8||5
40465|48532|357943|3|01990|0058|3057230|161|PUTNAM AVENUE|8||4
40466|48532|331346|3|01988|0047|3057148|99|MADISON STREET|8||4
40467|48532|308808|3|01767|0068|3049144|89|HART STREET|8||4
40468|48532|222613|3|01788|0067|3049904|283|CLIFTON PLACE|8||4
40469|48532|809139|3|01467|0001|3324685|1756|PARK PLACE|24||4
40470|48532|809566|3|01467|0001|3324686|1785|STERLING PLACE|16||4
40497|48532|808474|3|01491|0012|3332543|894|HANCOCK STREET|8||4
40498|48532|335134|3|01531|0006|3041584|62|MAC DOUGAL STREET|8||4
41800|48532|333160|3|01521|0009|3041307|392|MARION STREET|8||4
41049|48890|59889|2|03083|0068|2012405|2129|CROTONA AVENUE|45|39465|5
41799|49628|20629|1|01775|0006|1054496|107|EAST 126 STREET|255|23797|11
41789|49569|20765|1|01775|0165|1054499|112|EAST 128 STREET|157|15687|12
40918|48686|32921|1|01033|0006|1024937|351|WEST 42 STREET|308|8045|21
41142|49103|59514|2|02872|0312|2008717|1479|CROMWELL AVENUE|72|13320|6
40806|48754|865282|1|02026|0033|1085368|202|WEST 141 STREET|69||
41067|48896|216940|3|02044|0013|3257033|101|CARLTON AVENUE|135|51000|5
40905|48766|118500|2|02997|0013|2010801|1690|VYSE AVENUE|37|6995|6
40906|48766|89105|2|02872|0252|2008697|1604|JESUP AVENUE|29|4688|6
40907|48766|93706|2|02872|0365|2008721|1601|MACOMBS ROAD|53|9282|6
40908|48766|109403|2|02873|0103|2008741|1551|SHAKESPEARE AVENUE|72|12958|6
40909|48766|65697|2|02997|0026|2010803|978|EAST 174 STREET|38|7441|6
40910|48766|118495|2|02997|0005|2010799|1668|VYSE AVENUE|37|6989|6
40911|48766|118502|2|02997|0017|2010802|1698|VYSE AVENUE|37|7001|6
40912|48766|85558|2|02983|0038|2010611|1685|HOE AVENUE|37|7122|6
40913|48766|118497|2|02997|0009|2010800|1680|VYSE AVENUE|37|6977|6
40914|48766|118493|2|02997|0001|2010798|1662|VYSE AVENUE|37|7384|6
41053|48889|809794|3|07268|0001|3320752|2954|WEST 8 STREET|318|10164|20
41054|48889|809804|3|07268|0001|3320753|2879|WEST 12 STREET|312|10164|20
41055|48889|342209|3|07268|0001|3320750|828|NEPTUNE AVENUE|318|10164|20
41057|48889|809803|3|07268|0001|3320749|2823|WEST 12 STREET|314|10164|20
41058|48889|809793|3|07268|0001|3320751|2892|WEST 8 STREET|314|10164|20
41356|48660|74399|2|02909|0012|2009533|440|EAST TREMONT AVENUE|9|2880|4
41357|48660|65832|2|02908|0015|2009523|442|EAST 176 STREET|24|3920|4
41358|48660|48245|2|03044|0029|2011442|1991|BATHGATE AVENUE|15|3075|5
41359|48660|65833|2|02908|0017|2009524|446|EAST 176 STREET|24|3920|4
41360|48660|119798|2|03046|0003|2011471|2028|WASHINGTON AVENUE|34|5925|6
41355|48660|119759|2|02917|0006|2009562|1824|WASHINGTON AVENUE|8|2403|4
41116|48625|362389|3|01368|0001|3036296|191|ROCHESTER AVENUE|19|3790|4
41117|48625|339245|3|01638|0078|3044756|759|MONROE STREET|8|1733|4
41118|48625|338754|3|01817|0036|3051316|184|MONROE STREET|20|3015|4
41119|48625|232147|3|01504|0014|3040499|518|DECATUR STREET|4|731|3
41120|48625|849296|3|01381|0036||1682-1700|STERLING PLACE|32|6641|4
40561|48632|5374|1|02218|0042|1064729|541|ACADEMY STREET|24|3500|5
40563|48632|5376|1|02218|0044|1064730|545|ACADEMY STREET|25|4000|5
40564|48632|5379|1|02218|0048|1064732|553|ACADEMY STREET|25|4000|5
40565|48632|5381|1|02218|0054|1064733|565|ACADEMY STREET|26|4000|5
41232|47883|321688|3|01601|0050|3043222|409|KOSCIUSZKO STREET|3||4
41233|47883|321682|3|01601|0053|3043224|403|KOSCIUSZKO STREET|13||4
41234|47883|306149|3|01663|0086|3046345|675|HALSEY STREET|6||3
41235|47883|306147|3|01663|0088|3046347|671|HALSEY STREET|6||
41236|47883|321678|3|01601|0055|3043225|399|KOSCIUSZKO STREET|12||3
39685|44350|928130|2|02867|0125|200000|92|WEST TREMONT AVENUE|61|11311|7
40566|48634|5380|1|02218|0050|1084223|557|ACADEMY STREET|26|3440|5
40567|48634|803993|1|02218|0050|1080035|561|ACADEMY STREET|25|3440|5
40955|48897|8023|1|02087|0031|1062299|3405|BROADWAY|16|16020|6
41065|47772|9980|1|02062|0014|1061438|400|CONVENT AVENUE|39|9992|6
41775|48788|9827|1|01841|0004|1055594|927|COLUMBUS AVENUE|12|1910|5
40569|48657|115745|2|02557|0078|2003696|500|TRINITY AVENUE|69|13925|6
40570|48657|88530|2|02557|0056|2003695|455|JACKSON AVENUE|60|10092|6
41194|48657|88527|2|02578|0006|2003905|440|JACKSON AVENUE|49|8762|6
41195|48657|118659|2|02580|0026|2003947|535|WALES AVENUE|10|2092|5
41377|48902|88267|2|02722|0001|2087653|854|INTERVALE AVENUE|15|2557|4
40816|48895|57674|2|03737|0018|2092814|1130|COLGATE AVENUE|12|2644|4
40817|48895|806382|2|03737|0018|2092818|1140|COLGATE AVENUE|12|2487|4
40818|48895|806379|2|03737|0018|2092815|1132|COLGATE AVENUE|12|2644|4
40819|48895|806380|2|03737|0018|2092816|1136|COLGATE AVENUE|12|2608|4
40820|48895|806383|2|03737|0018|2092819|1142|COLGATE AVENUE|12|2644|4
40821|48895|806381|2|03737|0018|2092817|1138|COLGATE AVENUE|12|2634|4
40822|48895|806384|2|03737|0018|2092820|1146|COLGATE AVENUE|12|2590|4
41249|48752|110157|2|02600|0131|2004084|490|SOUTHERN BOULEVARD|137|55000|5
41413|48125|62692|2|02281|0021|2091010|428|EAST 137 STREET|72||6
41414|48125|806463|2|02281|0021|2091013|461|EAST 136 STREET|36||6
41415|48125|52695|2|02287|0046|2091065|367|BROOK AVENUE|24||6
41416|48125|806617|2|02287|0046|2091067|489|EAST 142 STREET|24||6
41417|48125|814549|2|02287|0046|2091066|377|BROOK AVENUE|24||6
41418|48125|830339|2|02287|0046|2103367|499|EAST 142 STREET|24||
40886|47921|943824|1|01671|0001|100000|1922|2 AVENUE|176|142000|10
