ProjectBuildingDWID,ProjectID,BuildingID,BoroID,Block,Lot,BIN,HouseNumber,StreetName,TotalBuildingUnits,BaseSquareFootage,Stories,Lat,Lon
40860,44241,943257,3,03342,0041,300000,207,PALMETTO STREET,3,,,40.694727,-73.916068
40861,44241,943259,3,03241,0001,300000,1130,DE KALB AVENUE,3,,,40.6941212,-73.9294432
40488,48559,940441,1,01675,0011,100000,315,EAST 103 STREET,50,,,40.7882702,-73.9426211
41912,48559,804630,1,01675,0011,1079349,330,EAST 104 STREET,50,,,40.7887603,-73.9420739
40257,44366,927961,1,01645,0003,100000,110,EAST 118 STREET,87,,,40.800114,-73.941926
39880,45675,934659,2,03310,0029,200000,100,EAST 204 STREET,57,4926,9,40.8748944,-73.8871401
41794,49481,946226,2,02370,0035,200000,3361,3 AVENUE,63,4628,7,40.827289,-73.9079129
40866,48746,353050,3,03738,0001,3083921,277,PENNSYLVANIA AVENUE,16,3240,4,40.670803,-73.895268
40740,47652,939802,3,03589,0006,300000,203,RIVERDALE AVENUE,66,8940,6,40.6609025,-73.9093153
40937,49067,64306,2,02360,0070,2001154,530,EAST 159 STREET,44,10000,6,40.821101,-73.910316
42009,50602,808434,3,03061,0018,3325854,157,GRAHAM AVENUE,76,7281,5,40.7071565,-73.9434552
42010,50602,331239,3,01648,0019,3045327,800,MADISON STREET,99,14634,4,,
42011,50602,231421,3,01130,0075,3027676,683,DEAN STREET,61,8389,3,40.680248,-73.96714
42077,50414,66368,2,03133,0013,2013267,966,EAST 181 STREET,42,7303,5,40.844202,-73.879385
42078,50414,118564,2,03134,0001,2013270,2134,VYSE AVENUE,38,7681,5,40.844743,-73.879352
42079,50414,66360,2,03125,0012,2013180,908,EAST 181 STREET,54,10789,5,40.845417,-73.8815259
42080,50414,118550,2,03128,0029,2013233,2103,VYSE AVENUE,45,10482,5,40.8441751,-73.8804402
42081,50414,66361,2,03128,0009,2013230,924,EAST 181 STREET,35,5723,5,40.8450968,-73.8808767
42082,50414,66363,2,03128,0013,2013231,934,EAST 181 STREET,40,6698,5,40.844921,-73.880677
42083,50414,118563,2,03129,0029,2013243,2131,VYSE AVENUE,20,5278,5,40.844961,-73.879847
41953,49931,306590,3,01832,0066,3052241,117,HANCOCK STREET,2,,4,40.682598,-73.951313
39699,44812,928895,2,02693,0009,2098564,1224,PROSPECT AVENUE,59,16000,8,40.827108,-73.8981617
42130,49248,937485,N/A,N/A,N/A,N/A,N/A,N/A,39,4080,10,,
40988,47967,79712,2,02609,0039,2004215,1195,FULTON AVENUE,20,,5,40.830235,-73.905294
40801,47967,79714,2,02609,0037,2004214,1199,FULTON AVENUE,20,,5,40.830353,-73.905209
42226,77,19053,1,01654,0029,1052393,242,EAST 105 STREET,48,,6,40.790271,-73.9437224
42235,84,4360,1,00749,0024,1083599,315,8 AVENUE,2820,,21,40.7470761,-73.9977487
42239,86,204866,3,06962,0011,3188214,3502,BAY VIEW AVENUE,147,,2,40.5810521,-74.0018259
42244,89,47748,2,04836,0001,2063301,3911,BARNES AVENUE,81,,7,40.885375,-73.858847
42245,61,374984,3,01227,0023,3030999,738,ST MARKS AVENUE,21,5160,4,40.674997,-73.948678
42247,91,228500,3,01189,0060,3029715,49,CROWN STREET,320,,33,40.6674656,-73.9600113
42249,94,809873,3,07250,0001,3257105,2780,WEST 5 STREET,2585,,24,40.5806355,-73.9716069
42257,76,808096,3,02166,0001,3323170,64,DIVISION AVENUE,534,,7,40.7069828,-73.9658786
42258,76,808095,3,02166,0001,3323169,60,DIVISION AVENUE,,,7,40.7071747,-73.9662353
42259,76,809953,3,02166,0001,3323171,541,WYTHE AVENUE,,,7,40.704847,-73.96672
42260,76,808094,3,02166,0001,3323168,50,DIVISION AVENUE,,,7,40.7070649,-73.9668415
42261,76,948344,3,02168,7501,3343951,111,CLYMER STREET,,,7,40.705983,-73.9645611
42262,76,807981,3,02168,7501,3343950,115,CLYMER STREET,,,7,40.706097,-73.9646294
42263,78,110472,2,02272,0022,2000104,443,ST ANNS AVENUE,84,,12,40.8119683,-73.9146181
2406,43129,940244,1,01616,0049,1088912,64,EAST 111 ST,6,11337,12,40.7964342,-73.9467987
38233,43187,379784,3,07029,0001,3189297,3811,SURF AVENUE,41,,7,40.57501,-74.005786
7758,43214,921730,1,01914,0122,,121,WEST 129TH STREET,4,1249,4,40.810911,-73.944459
9646,43214,921709,1,01913,0048,,134,W. 129TH STREET,10,2498,5,40.810704,-73.945149
11416,43214,921728,1,01914,0023,,119,WEST 129TH STREET,10,2498,5,40.810886,-73.9444
13812,43214,921726,1,01913,0058,,158,WEST 129TH STREET,10,2748,5,40.811037,-73.945935
17482,43214,921725,1,01913,0056,,152,W. 129TH STREET,24,4871,6,40.810983,-73.945813
19116,43214,921727,1,01914,0024,,115-117,WEST 129TH STREET,23,4996,6,40.8106963,-73.9444631
21965,43214,921714,1,01913,0050,,138,W 129TH STREET,10,2498,5,40.81077,-73.945308
24023,43214,921724,1,01913,0051,,140,W. 129TH STREET,10,2448,5,40.810803,-73.945386
20857,43791,924768,N/A,N/A,N/A,N/A,N/A,N/A,41,,3,,
18853,44894,929413,1,00762,0060,,330,WEST 39 STREET,42,,3,40.7558734,-73.9925117
42413,125,109774,2,02724,0101,2005771,940,SIMPSON STREET,44,9313,6,40.821209,-73.892531
42414,125,806947,2,02724,0001,2099788,941,SIMPSON STREET,36,7101,5,40.8212198,-73.892932
42415,125,79220,2,02723,0006,2005758,930,FOX STREET,49,9348,6,40.8207008,-73.8936378
42416,125,806679,2,02724,0001,2005769,940,FOX STREET,40,7845,5,40.8210382,-73.8937904
42417,125,64661,2,02724,0001,2099787,997,EAST 163 STREET,13,2835,5,40.8212199,-73.893344
42418,125,110199,2,02720,0093,2005737,751,SOUTHERN BOULEVARD,50,9348,6,40.8149851,-73.8976643
42419,125,110200,2,02720,0088,2005736,763,SOUTHERN BOULEVARD,43,6642,6,40.8152932,-73.8973494
42420,125,110203,2,02720,0084,2005735,771,SOUTHERN BOULEVARD,43,6642,6,40.8154691,-73.8971696
42421,125,110204,2,02720,0080,2005734,779,SOUTHERN BOULEVARD,43,6642,6,40.8156671,-73.8969673
42422,124,29276,1,00595,0022,1080177,456,WASHINGTON STREET,107,19199,10,40.724461,-74.010457
42423,130,25262,1,01944,0018,1059061,400,MANHATTAN AVENUE,93,12000,7,40.805767,-73.955877
42424,130,25266,1,01944,0045,1059073,408,MANHATTAN AVENUE,,7000,7,40.806041,-73.955779
42425,131,38590,1,01945,0009,1059093,353,WEST 118 STREET,70,5000,7,40.806756,-73.956241
42426,131,38592,1,01945,0007,1059092,357,WEST 118 STREET,,5000,7,40.806819,-73.956399
42427,131,38597,1,01945,0005,1059091,365,WEST 118 STREET,,5000,7,40.806887,-73.956559
42428,126,812395,5,03307,0025,5109523,12,CARMEL COURT,100,,2,40.5956278,-74.0892389
42429,126,812396,5,03307,0025,5109522,15,CARMEL COURT,,,2,40.5957826,-74.0892733
42430,126,720538,5,03307,0025,5109521,2,CARMEL COURT,,,2,40.595244,-74.089184
42431,126,812397,5,03307,0025,5109524,21,CARMEL COURT,,,2,40.5956522,-74.0892754
42432,126,812398,5,03307,0025,5109525,22,CARMEL COURT,,,2,40.595307,-74.0890394
42433,126,812399,5,03307,0025,5109527,32,CARMEL COURT,,,2,40.5950854,-74.0892319
42434,126,812400,5,03307,0025,5109526,33,CARMEL COURT,,,2,40.5953992,-74.0892008
42435,126,812401,5,03307,0025,5116732,5,CARMEL COURT,,,2,40.595994,-74.0892821
42436,126,812402,5,03307,0025,5109529,51,CARMEL COURT,,,2,40.5952116,-74.0891664
42437,126,812403,5,03307,0025,5109530,61,CARMEL COURT,,,2,40.5951008,-74.0892627
42438,127,47164,2,04427,0004,2087904,2505,BARKER AVENUE,100,9547,7,40.863587,-73.8696609
42595,48877,951402,3,04452,0357,300000,766,EGAN STREET,1,800,2,40.6576306,-73.8707225
42131,48877,950994,3,04586,0971,300000,900,ERSKINE STREET,1,800,2,40.6545634,-73.8675721
42134,48877,951024,3,04586,0972,300000,902,ERSKINE STREET,1,800,2,40.6545634,-73.8675721
42138,48877,951031,3,04586,0974,300000,906,ERSKINE STREET,1,800,2,40.6545634,-73.8675721
42139,48877,951032,3,04586,0975,300000,908,ERSKINE STREET,1,800,2,40.6545634,-73.8675721
42140,48877,951033,3,04586,0976,300000,910,ERSKINE STREET,1,800,2,40.6545634,-73.8675721
42141,48877,951034,3,04586,0977,300000,912,ERSKINE STREET,1,800,2,40.6545634,-73.8675721
42142,48877,951035,3,04586,0973,300000,904,ERSKINE STREET,1,800,2,40.6545634,-73.8675721
42143,48877,951028,3,04452,0323,300000,693,VANDALIA AVENUE,1,800,2,40.6588826,-73.8661022
42144,48877,951037,3,04452,0324,300000,695,VANDALIA AVENUE,1,800,2,40.6588826,-73.8661022
42145,48877,951039,3,04452,0325,300000,697,VANDALIA AVENUE,1,800,2,40.6588826,-73.8661022
42146,48877,951041,3,04452,0326,300000,699,VANDALIA AVENUE,1,800,2,40.6588826,-73.8661022
42147,48877,951043,3,04452,0327,300000,701,VANDALIA AVENUE,1,800,2,40.6588826,-73.8661022
42148,48877,951045,3,04452,0328,300000,703,VANDALIA AVENUE,1,800,2,40.6588826,-73.8661022
42149,48877,951047,3,04452,0329,300000,705,VANDALIA AVENUE,1,800,2,40.6588826,-73.8661022
42150,48877,951050,3,04452,0331,300000,709,VANDALIA AVENUE,1,800,2,40.6588826,-73.8661022
42151,48877,951052,3,04452,0332,300000,711,VANDALIA AVENUE,1,800,2,40.6588826,-73.8661022
42152,48877,951054,3,04452,0333,300000,713,VANDALIA AVENUE,1,800,2,40.6588826,-73.8661022
42153,48877,951056,3,04452,0334,300000,715,VANDALIA AVENUE,1,800,2,40.6588826,-73.8661022
42154,48877,951058,3,04452,0335,300000,717,VANDALIA AVENUE,1,800,2,40.6588826,-73.8661022
42155,48877,951060,3,04452,0336,300000,719,VANDALIA AVENUE,1,800,2,40.6588826,-73.8661022
42156,48877,951063,3,04452,0337,300000,721,VANDALIA AVENUE,1,800,2,40.6588826,-73.8661022
42157,48877,951065,3,04452,0338,300000,723,VANDALIA AVENUE,1,800,2,40.6588826,-73.8661022
42852,48877,951455,3,04452,0330,300000,707,VANDALIA AVENUE,1,800,2,40.6588826,-73.8661022
42175,48877,951067,3,04452,0339,300000,725,VANDALIA AVENUE,1,800,2,40.6588826,-73.8661022
42176,48877,951069,3,04452,0340,300000,727,VANDALIA AVENUE,1,800,2,40.6588826,-73.8661022
42177,48877,951071,3,04452,0341,300000,729,VANDALIA AVENUE,1,800,2,40.6588826,-73.8661022
42178,48877,951073,3,04452,0342,300000,731,VANDALIA AVENUE,1,800,2,40.6588826,-73.8661022
42179,48877,951076,3,04452,0359,300000,733,VANDALIA AVENUE,1,800,2,40.6588826,-73.8661022
42180,48877,951079,3,04452,0360,300000,735,VANDALIA AVENUE,1,800,2,40.6588826,-73.8661022
42181,48877,951081,3,04452,0361,300000,737,VANDALIA AVENUE,1,800,2,40.6588826,-73.8661022
42182,48877,951083,3,04452,0362,300000,739,VANDALIA AVENUE,1,800,2,40.6588826,-73.8661022
42183,48877,951085,3,04452,0363,300000,741,VANDALIA AVENUE,1,800,2,40.6588826,-73.8661022
42184,48877,951087,3,04452,0364,300000,743,VANDALIA AVENUE,1,800,2,40.6588826,-73.8661022
42185,48877,951089,3,04452,0365,300000,745,VANDALIA AVENUE,1,800,2,40.6588826,-73.8661022
42186,48877,951091,3,04452,0366,300000,747,VANDALIA AVENUE,1,800,2,40.6588826,-73.8661022
42187,48877,951093,3,04452,0367,300000,749,VANDALIA AVENUE,1,800,2,40.6588826,-73.8661022
42188,48877,951095,3,04452,0368,300000,751,VANDALIA AVENUE,1,800,2,40.6588826,-73.8661022
42189,48877,951097,3,04452,0369,300000,753,VANDALIA AVENUE,1,800,2,40.6588826,-73.8661022
42190,48877,951099,3,04452,0370,300000,755,VANDALIA AVENUE,1,800,2,40.6588826,-73.8661022
42191,48877,951101,3,04452,0371,300000,757,VANDALIA AVENUE,1,800,2,40.6588826,-73.8661022
42192,48877,951103,3,04452,0372,300000,759,VANDALIA AVENUE,1,800,2,40.6588826,-73.8661022
42193,48877,951105,3,04452,0373,300000,761,VANDALIA AVENUE,1,800,2,40.6588826,-73.8661022
42194,48877,951107,3,04452,0374,300000,763,VANDALIA AVENUE,1,800,2,40.6588826,-73.8661022
42557,48877,951318,3,04452,0301,300000,694,EGAN STREET,1,800,2,40.6576306,-73.8707225
42558,48877,951319,3,04452,0302,300000,696,EGAN STREET,1,800,2,40.6576306,-73.8707225
42559,48877,951320,3,04452,0303,300000,698,EGAN STREET,1,800,2,40.6576306,-73.8707225
42560,48877,951321,3,04452,0304,300000,700,EGAN STREET,1,800,2,40.6576306,-73.8707225
42561,48877,951322,3,04452,0305,300000,702,EGAN STREET,1,800,2,40.6576306,-73.8707225
42562,48877,951323,3,04452,0306,300000,704,EGAN STREET,1,800,2,40.6576306,-73.8707225
42563,48877,951324,3,04452,0307,300000,706,EGAN STREET,1,800,2,40.6576306,-73.8707225
42564,48877,951325,3,04452,0308,300000,708,EGAN STREET,1,800,2,40.6576306,-73.8707225
42565,48877,951326,3,04452,0309,300000,710,EGAN STREET,1,800,2,40.6576306,-73.8707225
42566,48877,951327,3,04452,0310,300000,712,EGAN STREET,1,800,2,40.6576306,-73.8707225
42567,48877,951328,3,04452,0311,300000,714,EGAN STREET,1,800,2,40.6576306,-73.8707225
42568,48877,951329,3,04452,0312,300000,716,EGAN STREET,1,800,2,40.6576306,-73.8707225
42569,48877,951330,3,04452,0313,300000,718,EGAN STREET,1,800,2,40.6576306,-73.8707225
42570,48877,951331,3,04452,0314,300000,720,EGAN STREET,1,800,2,40.6576306,-73.8707225
42571,48877,951332,3,04452,0315,300000,722,EGAN STREET,1,800,2,40.6576306,-73.8707225
42572,48877,951333,3,04452,0316,300000,724,EGAN STREET,1,800,2,40.6576306,-73.8707225
42573,48877,951334,3,04452,0317,300000,726,EGAN STREET,1,800,2,40.6576306,-73.8707225
42574,48877,951335,3,04452,0318,300000,728,EGAN STREET,1,800,2,40.6576306,-73.8707225
42575,48877,951336,3,04452,0319,300000,730,EGAN STREET,1,800,2,40.6576306,-73.8707225
42576,48877,951337,3,04452,0320,300000,732,EGAN STREET,1,800,2,40.6576306,-73.8707225
42577,48877,951338,3,04452,0321,300000,734,EGAN STREET,1,800,2,40.6576306,-73.8707225
42578,48877,951339,3,04452,0322,300000,736,EGAN STREET,1,800,2,40.6576306,-73.8707225
42580,48877,951387,3,04452,0343,300000,738,EGAN STREET,1,800,2,40.6576306,-73.8707225
42581,48877,951388,3,04452,0344,300000,740,EGAN STREET,1,800,2,40.6576306,-73.8707225
42582,48877,951389,3,04452,0345,300000,742,EGAN STREET,1,800,2,40.6576306,-73.8707225
42583,48877,951390,3,04452,0346,300000,744,EGAN STREET,1,800,2,40.6576306,-73.8707225
42584,48877,951391,3,04452,0347,300000,746,EGAN STREET,1,800,2,40.6576306,-73.8707225
42585,48877,951392,3,04452,0348,300000,748,EGAN STREET,1,800,2,40.6576306,-73.8707225
42586,48877,951393,3,04452,0349,300000,750,EGAN STREET,1,800,2,40.6576306,-73.8707225
42587,48877,951394,3,04452,0350,300000,752,EGAN STREET,1,800,2,40.6576306,-73.8707225
42588,48877,951395,3,04452,0351,300000,754,EGAN STREET,1,800,2,40.6576306,-73.8707225
42589,48877,951396,3,04452,0352,300000,756,EGAN STREET,1,800,2,40.6576306,-73.8707225
42590,48877,951397,3,04452,0353,300000,758,EGAN STREET,1,800,2,40.6576306,-73.8707225
42591,48877,951398,3,04452,0354,300000,760,EGAN STREET,1,800,2,40.6576306,-73.8707225
42592,48877,951399,3,04452,0355,300000,762,EGAN STREET,1,800,2,40.6576306,-73.8707225
42593,48877,951400,3,04452,0356,300000,764,EGAN STREET,1,800,2,40.6576306,-73.8707225
42594,48877,951401,3,04452,0358,300000,768,EGAN STREET,1,800,2,40.6576306,-73.8707225
40496,48518,677046,4,10408,0024,4221498,186-07,MANGIN AVENUE,1,900,3,40.6973569,-73.768708
40452,48530,48075,2,04604,0022,2056384,794,BARTHOLDI STREET,1,540,2,40.873651,-73.863175
40732,44998,939498,2,02931,0084,200000,1331,FRANKLIN AVENUE,99,,5,40.832669,-73.901746
39827,45676,933473,2,02934,0020,200000,1346,CLINTON AVENUE,80,5703,7,40.832394,-73.899574
40372,48356,65052,2,02480,0001,2101464,50,EAST 168 STREET,132,,,40.8363879,-73.9190896
40748,48287,88571,2,02636,0039,2004534,749,JACKSON AVENUE,10,,5,40.818521,-73.9070316
40749,48287,58960,2,02411,0045,2001877,623,COURTLANDT AVENUE,24,,5,40.818359,-73.918996
40750,48287,62854,2,02551,0045,2003630,647,EAST 138 STREET,12,,6,40.8059196,-73.9145784
40751,48287,60307,2,02554,0044,2003661,353,CYPRESS AVENUE,36,,5,40.808641,-73.91318
40752,48287,110175,2,02603,0020,2004126,582,SOUTHERN BOULEVARD,35,,6,40.8124139,-73.9021
40753,48287,110176,2,02603,0022,2004127,586,SOUTHERN BOULEVARD,35,,5,40.812469,-73.9019
40754,48287,63194,2,02568,0060,2003819,700,EAST 141 STREET,28,,6,40.8067864,-73.9124162
40755,48287,91427,2,02684,0076,2005101,990,LEGGETT AVENUE,30,,6,40.814345,-73.900118
40756,48287,62858,2,02566,0005,2003790,678,EAST 138 STREET,11,,6,40.805126,-73.914195
40757,48287,88572,2,02636,0038,2004533,751,JACKSON AVENUE,10,,5,40.818651,-73.907121
39897,45998,927801,3,01520,0041,300000,106,HOPKINSON AVENUE,4,,,40.670401,-73.913297
39898,45998,935364,3,01520,0069,300000,237,SUMPTER STREET,4,,,40.680688,-73.915866
39899,45998,927802,3,01533,0035,300000,220,MAC DOUGAL STREET,4,,,40.6799449,-73.911688
39900,45998,935365,3,01537,0001,300000,2019,FULTON STREET,4,,,40.6784376,-73.913581
39901,45998,927809,3,01647,0019,300000,728,MADISON STREET,4,,,,
39902,45998,927806,3,01708,0037,300000,766,HERKIMER STREET,3,,,40.67823,-73.928155
39903,45998,927808,3,04234,0023,300000,516,CRESCENT STREET,3,,5,40.675224,-73.870234
41423,47769,313534,3,02425,0004,3063204,370,HOOPER STREET,6,1560,6,40.70913,-73.952439
40315,47825,65034,2,02466,0044,2002864,125,EAST 168 STREET,45,,5,40.8362946,-73.917383
41906,44255,18777,1,01649,0009,1052383,213,EAST 99 STREET,90,,,40.786997,-73.946646
39910,45781,935972,1,01600,0020,100000,1,WEST 116 STREET,111,5000,9,40.8006887,-73.9464812
39918,45001,937075,2,05039,0007,200000,4339,WHITE PLAINS ROAD,61,,7,40.89683,-73.855968
39795,45317,932127,2,03058,0041,200000,499,EAST 188 STREET,40,,9,40.85823,-73.889697
41957,49940,497296,4,09683,0033,4206890,139-07,89 AVENUE,2,,2,40.7028444,-73.813054
22171,45820,11411,1,00378,0010,1004530,712,EAST 9 STREET,45,10000,5,40.724859,-73.97757
41367,48899,4623,1,00747,0001,1078541,212,9 AVENUE,186,71700,21,,
41368,48899,31596,1,00748,0001,1083596,311,WEST 24 STREET,378,206175,21,40.7470154,-73.9981812
41369,48899,805574,1,00748,0001,1083598,341,WEST 24 STREET,378,206175,21,40.746428,-74.000044
41370,48899,4360,1,00749,0024,1083599,315,8 AVENUE,186,59250,21,40.7470761,-73.9977487
41371,48899,4636,1,00751,0001,1082794,270,9 AVENUE,378,393100,21,40.748569,-73.998057
41372,48899,803934,1,00751,0001,1082793,345,8 AVENUE,378,393100,21,40.7482108,-73.9968025
41373,48899,805584,1,00751,0001,1082796,330,WEST 28 STREET,378,393100,21,40.7486956,-73.9977399
41374,48899,4371,1,00752,0001,1083604,363,8 AVENUE,186,84550,21,40.7484712,-73.9961939
41375,48899,805585,1,00752,0001,1083605,365,WEST 28 STREET,186,84550,21,40.7497026,-73.9984856
41376,48899,4633,1,00749,0001,1013458,365,WEST 25 STREET,186,49375,21,40.7477726,-73.9998854
12984,43190,227583,3,04118,0029,3091672,116,CRESCENT STREET,5,4125,3,40.68639,-73.873373
15067,43190,227585,3,04118,0032,3091674,122,CRESCENT STREET,12,12375,3,40.686198,-73.873316
26192,43190,316390,3,04101,0014,3090758,656,JAMAICA AVENUE,5,5249,3,40.686146,-73.879976
34633,43190,317934,3,03950,0039,3087864,188,JEROME STREET,5,5200,4,40.677501,-73.888104
42439,128,47173,2,04428,0021,2051290,2540,BARKER AVENUE,116,11430,7,40.864834,-73.868869
42440,132,50475,2,02940,0065,2009883,1695,BOSTON ROAD,142,17200,6,40.836791,-73.889393
42441,132,50477,2,02940,0058,2009882,1719,BOSTON ROAD,,17200,6,40.837069,-73.888929
42442,133,785118,5,02893,0001,5043578,195,STEUBEN STREET,198,14258,6,40.609314,-74.082708
42443,133,785126,5,02894,0001,5043579,231,STEUBEN STREET,,14258,6,40.608898,-74.081965
7527,39397,807660,3,07447,0028,3320930,2965,AVENUE Z,135,,21,40.5899469,-73.9382861
23005,39397,807687,3,07447,0028,3320929,2560,BATCHELDER STREET,135,,8,40.5903888,-73.9371004
24318,39397,199381,3,07447,0028,3320931,2520,BATCHELDER STREET,135,,8,40.590829,-73.937983
36298,39397,807686,3,07447,0028,3320928,2540,BATCHELDER STREET,135,,8,40.5906512,-73.9371495
41078,48002,396200,3,03211,0017,3072995,1344,WILLOUGHBY AVENUE,3,1478,3,40.70608,-73.920587
41079,48002,340299,3,03012,0008,3070725,26,MORGAN AVENUE,5,1494,3,40.7046812,-73.9313221
41080,48002,230079,3,03248,0011,3073908,1560,DE KALB AVENUE,5,1615,3,40.702903,-73.920196
41082,48002,210828,3,03305,0019,3075614,64,BLEECKER STREET,3,1563,3,40.6941289,-73.921808
41164,48002,303867,3,03289,0044,3075122,1351,GREENE AVENUE,6,1953,3,40.699917,-73.918019
41165,48002,303837,3,03287,0040,3075083,1285,GREENE AVENUE,5,1373,4,40.697945,-73.919959
41166,48002,377625,3,03246,0038,3073844,195,STOCKHOLM STREET,5,1600,3,40.7002772,-73.9221613
41167,48002,302967,3,03456,0045,3080321,27,GRANITE STREET,5,1648,3,40.682583,-73.908107
41168,48002,396127,3,03209,0012,3072931,1116,WILLOUGHBY AVENUE,4,1375,3,40.701214,-73.925425
41169,48002,398306,3,03320,0001,3075982,279,WYCKOFF AVENUE,2,2219,3,40.700964,-73.913247
41170,48002,398316,3,03329,0001,3076194,299,WYCKOFF AVENUE,3,1500,3,40.700538,-73.912512
39928,44454,921857,2,02697,0038,,920-924,WESTCHESTER AVENUE,110,,8,40.821624,-73.897297
29893,45888,117113,2,03304,0069,2017139,2665,VALENTINE AVENUE,40,,5,40.865912,-73.893269
381,45907,367914,3,01383,0045,3037029,262,SCHENECTADY AVENUE,8,,3,40.670132,-73.934093
3555,45907,373671,3,01377,0045,3036773,1315,ST JOHNS PLACE,8,,4,40.671093,-73.934887
3938,45907,373670,3,01383,0029,3037017,1312,ST JOHNS PLACE,8,,4,40.67052,-73.934917
10106,45907,362400,3,01380,0007,3036882,229,ROCHESTER AVENUE,6,,3,40.670913,-73.927818
29172,45907,373666,3,01377,0047,3036775,1307,ST JOHNS PLACE,8,,4,40.671102,-73.935075
32507,45907,362398,3,01380,0010,3036885,223,ROCHESTER AVENUE,6,,4,40.671146,-73.927797
32152,45907,373664,3,01377,0048,3036776,1303,ST JOHNS PLACE,8,,3,40.6710919,-73.9351787
35671,45907,362386,3,01368,0006,3036298,183,ROCHESTER AVENUE,16,,4,40.672609,-73.927665
38271,45907,809288,3,01380,0008,3036884,225,ROCHESTER AVENUE,6,,6,40.6710972,-73.9281054
38353,45907,373669,3,01377,0046,3036774,1311,ST JOHNS PLACE,8,,4,40.671098,-73.934982
40431,48513,933758,4,08943,0020,4461886,74-34,ROCKAWAY BOULEVARD,2,520,2,40.685817,-73.865664
41409,47960,81557,2,03209,0045,2014559,2333,GRAND AVENUE,44,,6,40.861092,-73.904732
41410,47960,51236,2,03293,0039,2016794,2600,BRIGGS AVENUE,36,,5,40.864223,-73.892992
41411,47960,59221,2,03165,0022,2013793,2414,CRESTON AVENUE,30,,5,40.860961,-73.89881
41412,47960,114432,2,03145,0026,2013410,2279,TIEBOUT AVENUE,15,,4,40.85624,-73.897736
4503,45915,19623,1,01621,0064,1051657,14,EAST 116 STREET,10,,5,40.800054,-73.945782
5742,45915,20602,1,01789,0026,1054666,260,EAST 125 STREET,12,,5,40.8027414,-73.9338183
13093,45915,19763,1,01621,0049,1051650,54,EAST 116 STREET,9,,5,40.79956,-73.944603
32569,45915,19602,1,01621,0066,1051659,10,EAST 116 STREET,10,,5,40.800121,-73.945941
41207,48132,5653,1,02079,0034,1061988,1772,AMSTERDAM AVENUE,9,1859,5,40.827057,-73.946681
41208,48132,28239,1,02065,0026,1061579,801,ST NICHOLAS AVENUE,42,7995,6,40.827692,-73.943025
41209,48132,21283,1,02054,0016,1061167,369,EDGECOMBE AVENUE,16,2595,5,40.827855,-73.941148
40494,48579,940495,1,00372,0044,100000,310,EAST 2 STREET,135,10000,12,40.720244,-73.978843
40948,48794,62836,2,02550,0008,2003605,572,EAST 138 STREET,10,3417,5,40.806462,-73.917351
40949,48794,62837,2,02550,0010,2003606,574,EAST 138 STREET,24,5000,6,40.806399,-73.917224
40950,48794,63883,2,02398,0009,2001662,356,EAST 152 STREET,13,2858,5,40.8185343,-73.9182976
40951,48794,902977,2,02284,0062,2091062,285,BROOK AVENUE,15,20401,5,40.8086316,-73.918597
41092,48794,806338,2,02284,0062,2091061,283,BROOK AVENUE,15,20401,5,40.808614,-73.9187371
41093,48794,52677,2,02284,0062,2091063,277,BROOK AVENUE,14,20401,5,40.808296,-73.9187879
41094,48794,806337,2,02284,0062,2091060,281,BROOK AVENUE,15,20401,5,40.808665,-73.918911
42199,59,942001,3,02468,0001,,11,BROADWAY,160,10208,14,40.7110377,-73.9682231
42200,60,353351,3,00236,7502,3001825,59,PIERREPONT STREET,189,,17,40.6959766,-73.9950053
42201,62,231329,3,01127,0056,3027604,461,DEAN STREET,363,9644,32,40.6817672,-73.9754324
42204,64,357481,3,01777,0015,3049568,248,PULASKI STREET,72,,6,40.6932165,-73.9417171
42205,65,79476,2,03258,0073,2015820,3400,FT INDEPENDENCE STREET,171,,14,40.8808859,-73.898839
42210,68,691523,4,16129,0001,4457806,8000,SHORE FRONT PARKWAY,1758,,12,40.5864307,-73.8059197
42222,74,808459,3,01952,0016,3329903,255,GREENE AVENUE,150,,7,40.6872304,-73.9614467
41566,48644,948176,2,03070,0008,200000,600,EAST 181 STREET,108,9171,9,40.8504722,-73.8908949
40714,48012,939257,2,03515,0040,200000,391,BRONX RIVER AVENUE,86,11802,8,40.8080193,-73.85798
41582,50156,948201,2,03013,0029,200000,1493,WEST FARMS ROAD,110,14181,9,40.831975,-73.8853309
41096,49338,944796,2,03013,0029,2094591,1512,BOONE AVENUE,127,11561,15,40.832386,-73.885222
42029,50407,395827,3,03818,0033,3084957,486,WILLIAMS AVENUE,13,3098,5,40.663822,-73.897966
42030,50407,395829,3,03818,0035,3084958,490,WILLIAMS AVENUE,13,3098,5,40.663703,-73.897938
42031,50407,395830,3,03818,0037,3084959,496,WILLIAMS AVENUE,13,3098,5,40.663585,-73.89791
42032,50407,395833,3,03818,0039,3084960,502,WILLIAMS AVENUE,13,3098,5,40.663468,-73.8978829
42033,50407,395834,3,03819,0013,3084972,503,WILLIAMS AVENUE,8,3280,3,40.663483,-73.8974052
42034,50407,395836,3,03818,0041,3084961,508,WILLIAMS AVENUE,16,3731,5,40.663336,-73.897852
42035,50407,395840,3,03818,0043,3084962,514,WILLIAMS AVENUE,16,3731,5,40.663192,-73.897818
42036,50407,395843,3,03818,0046,3084963,520,WILLIAMS AVENUE,16,3731,5,40.663049,-73.897786
